States,Rainfall,Ground Water,Temperature,Soil type,Season,Crop
Lakshadweep,30,3.8,29.5,Clayey,Kharif,Jowar
Lakshadweep,30,3.8,27.5,Red,Kharif,Ragi
Lakshadweep,30,3.8,27.5,Sandy,Kharif,Ragi
Puducherry,137.5,12.3,27.5,Latterite,Rabi,Black Pepper
Puducherry,137.5,12.3,27.5,Sandy,Rabi,Black Pepper
Puducherry,137.5,12.3,27.5,Red,Rabi,Black Pepper
Puducherry,137.5,12.3,27.5,Clayey,Rabi,Black Pepper
Puducherry,137.5,12.3,30,Alluvial,Kharif,Rice
Puducherry,137.5,12.3,30,Clayey,Kharif,Rice
Puducherry,137.5,12.3,30,Red,Kharif,Ragi
Puducherry,137.5,12.3,30,Sandy,Kharif,Ragi
Puducherry,137.5,12.3,30,Black,Kharif,Bajra
Puducherry,137.5,12.3,30,Sandy,Kharif,Bajra
Puducherry,137.5,12.3,25,Clayey,Rabi,Pulses
Puducherry,137.5,12.3,28,Clayey,Kharif,Sugarcane Karan 5 (Co 0124)
Puducherry,137.5,12.3,28,Sandy,Kharif,Sugarcane Karan 5 (Co 0124)
Puducherry,137.5,12.3,23.5,Clayey,Kharif,Cotton VBCH 2231
Puducherry,137.5,12.3,25,Sandy,Kharif,Groundnut Girnar - 3 (PBS 12160)
Ladakh,15,22.3,18.5,Clayey,Rabi,Barley Pusa Losar (BH- 380)
Ladakh,15,22.3,22,Clayey,Rabi,Wheat WHD 943
Ladakh,15,22.3,30,Alluvial,Kharif,Rice
Ladakh,15,22.3,30,Clayey,Kharif,Rice
